,m_n,avg_error,std_error,task,sigma,summary,config,name
366,10,0.3269,0.0307,2,14,"{'avg_err': 0.3269, 'run_num': 9, 'std_err': 0.0307, 'train_acc': 0.7736, '_timestamp': 1661829721.7873242, '_wandb': {'runtime': 880}, 'epoch': 100, '_runtime': 881.364155292511, 'train_loss': 0.4923, 'final_test_err': 0.29100000000000004, '_step': 1010}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 14, 'target': 2, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3bwl7tz5
367,20,0.3321,0.0268,2,14,"{'final_test_err': 0.3325, '_wandb': {'runtime': 1025}, 'avg_err': 0.3321, 'train_acc': 0.7471, '_timestamp': 1661829931.5005696, '_runtime': 1026.6825556755066, 'train_loss': 0.5035, '_step': 1010, 'epoch': 100, 'run_num': 9, 'std_err': 0.0268}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 14, 'target': 2, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3effat7w
368,0,0.3425,0.0469,2,15,"{'epoch': 100, 'avg_err': 0.3425, 'run_num': 9, 'train_acc': 0.81, '_timestamp': 1661831338.7535565, '_step': 1010, 'std_err': 0.0469, '_runtime': 592.8073003292084, 'train_loss': 0.457, 'final_test_err': 0.3335, '_wandb': {'runtime': 591}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 15, 'target': 2, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",x7xotfg9
369,1,0.3175,0.0254,2,15,"{'_wandb': {'runtime': 624}, 'train_acc': 0.795, '_timestamp': 1661831550.765227, 'train_loss': 0.4988, 'final_test_err': 0.35350000000000004, '_step': 1010, 'epoch': 100, 'avg_err': 0.3175, 'run_num': 9, 'std_err': 0.0254, '_runtime': 625.3223509788513}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 15, 'target': 2, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",rrw7xf0a
370,2,0.3185,0.0213,2,15,"{'run_num': 9, 'train_acc': 0.7733, '_timestamp': 1661831565.924092, 'train_loss': 0.4875, '_wandb': {'runtime': 625}, 'avg_err': 0.3185, 'std_err': 0.0213, '_runtime': 626.4180171489716, 'final_test_err': 0.32999999999999996, '_step': 1010, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 15, 'target': 2, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3ls2rax1
371,3,0.302,0.0299,2,15,"{'train_loss': 0.4792, 'final_test_err': 0.26649999999999996, '_runtime': 747.4441456794739, '_timestamp': 1661831756.2172356, '_wandb': {'runtime': 746}, 'avg_err': 0.302, 'run_num': 9, 'std_err': 0.0299, 'train_acc': 0.79, '_step': 1010, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 15, 'target': 2, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2xue4dv7
372,4,0.3106,0.0247,2,15,"{'_runtime': 790.4098086357117, 'train_acc': 0.798, 'train_loss': 0.4563, 'final_test_err': 0.28500000000000003, '_step': 1010, 'epoch': 100, 'run_num': 9, 'std_err': 0.0247, '_timestamp': 1661831916.5290215, '_wandb': {'runtime': 789}, 'avg_err': 0.3106}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 15, 'target': 2, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",303mvkly
373,5,0.3168,0.0245,2,15,"{'_timestamp': 1661831973.085675, 'train_loss': 0.4739, 'epoch': 100, '_wandb': {'runtime': 808}, 'avg_err': 0.3168, 'run_num': 9, 'std_err': 0.0245, '_step': 1010, '_runtime': 809.3142569065094, 'train_acc': 0.7867, 'final_test_err': 0.28500000000000003}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 15, 'target': 2, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",yl3591y0
374,10,0.3269,0.0322,2,15,"{'train_acc': 0.7682, 'final_test_err': 0.27749999999999997, 'epoch': 100, '_wandb': {'runtime': 882}, 'avg_err': 0.3269, '_runtime': 883.2997035980225, '_timestamp': 1661832166.5199575, 'train_loss': 0.4956, '_step': 1010, 'run_num': 9, 'std_err': 0.0322}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 15, 'target': 2, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",tizlbzt8
375,20,0.3294,0.0298,2,15,"{'_step': 1010, 'epoch': 100, 'avg_err': 0.3294, '_timestamp': 1661832377.1428127, 'train_loss': 0.5204, '_wandb': {'runtime': 1033}, 'run_num': 9, 'std_err': 0.0298, '_runtime': 1034.1773886680603, 'train_acc': 0.7433, 'final_test_err': 0.31599999999999995}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 15, 'target': 2, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",n6b6nufe
376,0,0.3515,0.0493,3,0,"{'final_test_err': 0.367, '_wandb': {'runtime': 727}, 'run_num': 9, 'std_err': 0.0493, 'train_acc': 0.71, '_timestamp': 1661788140.8595564, 'train_loss': 0.5513, '_step': 1010, 'epoch': 100, 'avg_err': 0.3515, '_runtime': 728.5281355381012}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 0, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1a0fhtmc
377,1,0.3033,0.0343,3,0,"{'_wandb': {'runtime': 759}, '_runtime': 759.7226383686066, '_timestamp': 1661788191.6713145, 'train_loss': 0.4996, 'std_err': 0.0343, 'train_acc': 0.795, 'final_test_err': 0.2955, '_step': 1010, 'epoch': 100, 'avg_err': 0.3033, 'run_num': 9}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 0, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2hzctbhh
378,2,0.2588,0.0229,3,0,"{'avg_err': 0.2588, '_runtime': 787.3049533367157, 'train_acc': 0.8267, 'train_loss': 0.4405, 'final_test_err': 0.26649999999999996, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 786}, 'run_num': 9, 'std_err': 0.0229, '_timestamp': 1661788310.9236534}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 0, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",hxzqw6nv
379,3,0.2268,0.0289,3,0,"{'std_err': 0.0289, 'train_loss': 0.3858, '_step': 1010, '_wandb': {'runtime': 876}, 'run_num': 9, 'train_acc': 0.8825, '_timestamp': 1661788580.735994, 'final_test_err': 0.236, 'epoch': 100, 'avg_err': 0.2268, '_runtime': 877.542209148407}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 0, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2121n778
380,4,0.2148,0.0288,3,0,"{'_wandb': {'runtime': 932}, 'avg_err': 0.2148, 'train_acc': 0.838, '_timestamp': 1661788898.624597, 'train_loss': 0.4295, 'final_test_err': 0.228, '_step': 1010, 'run_num': 9, 'std_err': 0.0288, '_runtime': 933.2775371074677, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 0, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2fqamaor
381,5,0.2054,0.0282,3,0,"{'_wandb': {'runtime': 972}, 'run_num': 9, 'std_err': 0.0282, '_timestamp': 1661789063.1490054, 'final_test_err': 0.222, '_step': 1010, 'epoch': 100, 'avg_err': 0.2054, '_runtime': 973.713808298111, 'train_acc': 0.88, 'train_loss': 0.3712}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 0, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2jhbyzek
382,10,0.1834,0.0305,3,0,"{'final_test_err': 0.1935, 'run_num': 9, '_timestamp': 1661789141.7464485, 'train_loss': 0.1864, 'avg_err': 0.1834, 'std_err': 0.0305, '_runtime': 1005.3151693344116, 'train_acc': 0.9555, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 1004}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 0, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1ukqsg0j
383,20,0.1747,0.0295,3,0,"{'_timestamp': 1661789412.5546465, 'train_loss': 0.0492, '_wandb': {'runtime': 1266}, 'avg_err': 0.1747, 'train_acc': 0.9962, 'std_err': 0.0295, '_runtime': 1267.2833082675934, 'final_test_err': 0.1915, '_step': 1010, 'epoch': 100, 'run_num': 9}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 0, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2qp9pdgt
384,0,0.3515,0.0493,3,1,"{'_wandb': {'runtime': 517}, '_runtime': 518.7805137634277, '_step': 1010, 'epoch': 100, 'avg_err': 0.3515, 'run_num': 9, 'std_err': 0.0493, 'train_acc': 0.71, '_timestamp': 1661790796.112826, 'train_loss': 0.5513, 'final_test_err': 0.367}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 1, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2wpo7ywr
385,1,0.3136,0.0323,3,1,"{'_step': 1010, 'avg_err': 0.3136, 'run_num': 9, '_runtime': 549.9100363254547, 'final_test_err': 0.32199999999999995, 'epoch': 100, '_wandb': {'runtime': 549}, 'std_err': 0.0323, 'train_acc': 0.795, '_timestamp': 1661790896.3953073, 'train_loss': 0.4996}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 1, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3a9jxyq1
386,2,0.2792,0.0295,3,1,"{'_wandb': {'runtime': 566}, '_runtime': 567.5980455875397, 'train_loss': 0.4225, 'final_test_err': 0.3205, '_step': 1010, 'avg_err': 0.2792, 'run_num': 9, 'std_err': 0.0295, 'train_acc': 0.8633, '_timestamp': 1661790963.3543537, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 1, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",6gngadr6
387,3,0.2606,0.0414,3,1,"{'_wandb': {'runtime': 702}, 'run_num': 9, 'std_err': 0.0414, '_runtime': 703.1594667434692, 'train_acc': 0.8725, 'final_test_err': 0.31699999999999995, '_step': 1010, 'epoch': 100, 'avg_err': 0.2606, '_timestamp': 1661791166.2564728, 'train_loss': 0.3982}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 1, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",h2m0ik8p
388,4,0.2464,0.0374,3,1,"{'epoch': 100, '_wandb': {'runtime': 743}, 'avg_err': 0.2464, 'run_num': 9, '_runtime': 744.3471615314484, '_timestamp': 1661791327.6376815, '_step': 1010, 'std_err': 0.0374, 'train_acc': 0.856, 'train_loss': 0.4153, 'final_test_err': 0.3045}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 1, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2mxuejg9
389,5,0.2366,0.0334,3,1,"{'std_err': 0.0334, '_runtime': 777.003764629364, 'train_acc': 0.875, '_timestamp': 1661791401.6352806, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 776}, 'avg_err': 0.2366, 'final_test_err': 0.272, 'run_num': 9, 'train_loss': 0.3419}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 1, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2loc3fcq
390,10,0.2226,0.0376,3,1,"{'_timestamp': 1661791593.0812263, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 843}, 'run_num': 9, '_runtime': 843.8172342777252, 'avg_err': 0.2226, 'std_err': 0.0376, 'train_acc': 0.9455, 'train_loss': 0.1989, 'final_test_err': 0.2115}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 1, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",xu17n0y7
391,20,0.2163,0.0359,3,1,"{'_runtime': 987.9974257946014, 'train_acc': 0.9852, 'epoch': 100, 'std_err': 0.0359, 'avg_err': 0.2163, 'run_num': 9, '_timestamp': 1661791788.9447768, 'train_loss': 0.1004, 'final_test_err': 0.2015, '_step': 1010, '_wandb': {'runtime': 987}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 1, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",p9moz025
392,0,0.3515,0.0493,3,2,"{'std_err': 0.0493, '_runtime': 527.9186794757843, 'train_acc': 0.71, '_wandb': {'runtime': 527}, 'avg_err': 0.3515, 'run_num': 9, '_timestamp': 1661793099.5255215, 'train_loss': 0.5513, 'final_test_err': 0.367, '_step': 1010, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2ssnkwfl
393,1,0.3316,0.0398,3,2,"{'avg_err': 0.3316, '_runtime': 555.8863048553467, 'train_loss': 0.514, 'train_acc': 0.755, '_timestamp': 1661793133.889918, 'final_test_err': 0.365, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 555}, 'run_num': 9, 'std_err': 0.0398}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",81dbw4q2
394,2,0.3039,0.0345,3,2,"{'_wandb': {'runtime': 578}, '_runtime': 579.0624988079071, '_timestamp': 1661793282.07175, 'final_test_err': 0.32699999999999996, '_step': 1010, 'epoch': 100, 'avg_err': 0.3039, 'run_num': 9, 'std_err': 0.0345, 'train_acc': 0.8133, 'train_loss': 0.4533}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1ao3utm4
395,3,0.289,0.0373,3,2,"{'final_test_err': 0.3375, 'epoch': 100, '_wandb': {'runtime': 713}, 'avg_err': 0.289, 'std_err': 0.0373, 'train_acc': 0.825, 'train_loss': 0.4398, '_step': 1010, 'run_num': 9, '_runtime': 714.5249354839325, '_timestamp': 1661793504.5542734}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 2, 'target': 3, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1z8tn83u
